Feb-15,17,,,0017번(청암동~이촌동),청암자이아파트,340,2,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),청암자이아파트,1,295,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),청심경로당,3704,26,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),원효2동주민센터,5408,102,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신천동,7758,265,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신창동세방아파트,5761,215,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),남이장군사당,1324,1224,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),새마을금고,5211,2688,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용문시장,6179,1412,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용산전자상가입구,3334,954,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),전자상가.관광터미널,1402,2356,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신용산역3번출구,7666,19634,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용산역,18709,9554,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용사의집,1653,1327,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),한강로동웨딩코리아,5856,2044,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),서부이촌동입구,1739,9604,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동대림아파트.새남터성지,1084,9642,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동주민센터,927,5793,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동부영주유소,343,1585,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌119안전센터.성촌공원,259,2310,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),원효2동산호아파트후문,27,2396,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),청암동강변삼성아파트,1488,3520,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),원효2동산호아파트,4572,714,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),현대자동차서비스,3464,387,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동부영주유소,2930,1134,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동주민센터,7582,1120,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동대림아파트.새남터성지,10078,969,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),이촌2동강변아파트,6837,3233,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),한강대교북단,5137,10936,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신용산역,5857,10140,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신용산역,30743,10932,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용산전자상가15동,724,5815,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용산전자상가입구,723,5727,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),용문시장,1849,5004,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),새마을금고,5259,5536,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),남이장군사당,167,2715,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신창동세방아파트,178,10159,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),신천동,57,3931,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),산천동리버힐삼성아파트,25,4732,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),삼성테마트,10,2066,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),청암동강변삼성아파트,0,789,2015-03-23 10:45
Feb-15,17,,,0017번(청암동~이촌동),청암동강변삼성아파트,1373,9,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산서울타워,0,1,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산서울타워,18877,16736,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산도서관,2205,1508,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),교육연구정보원,276,311,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산케이블카.남산산책로입구,939,1020,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),서울애니매이션센터.숭의여대,1288,1028,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),퇴계로3가.한옥마을.한국의집,2222,6253,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),충무로역2번출구.대한극장앞,7095,6736,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),퇴계로5가.제일병원,469,1012,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),동대입구역장충동,6648,2818,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),국립극장,3364,3685,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산북축순환로입구,998,571,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산서울타워,14110,15130,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산도서관,2488,1331,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),교육연구정보원,251,296,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산케이블카.남산산책로입구,1173,938,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),서울애니매이션센터.숭의여대,1390,1078,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),퇴계로3가.한옥마을.한국의집,2429,4570,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),충무로역2번출구.대한극장앞,7582,4995,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),퇴계로5가.제일병원,570,904,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),동대입구역장충동,5969,2423,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),국립극장,3442,3562,2015-03-23 10:45
Feb-15,2,,,02번(남산서울타워~동대입구),남산북측순환로입구,1026,612,2015-03-23 10:45
Feb-15,3,,,03번(남산서울타워~남산서울타워),남산서울타워,13659,338,2015-03-23 10:45
Feb-15,3,,,03번(남산서울타워~남산서울타워),남산도서관,843,672,2015-03-23 10:45
Feb-15,3,,,03번(남산서울타워~남산서울타워),남산서울타워,49,9185,2015-03-23 10:45
Feb-15,3,,,03번(남산서울타워~남산서울타워),남산북측순환로입구,653,423,2015-03-23 10:45
Feb-15,3,,,03번(남산서울타워~남산서울타워),국립극장,1968,1606,2015-03-23 10:45
