Jan-13,17,0017번(산천동~이촌동),청암자이아파트,266,7,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),청암자이아파트,1,363,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),청심경로당,4873,45,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),원효2동주민센터,6839,161,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),신천동,10146,329,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),신창동세방아파트,7110,289,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),남이장군사당,1646,1845,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),새마을금고,6680,3699,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용문시장,7504,1995,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용산전자상가입구,4184,1396,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),전자상가.관광터미널,1492,2596,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),신용산역3번출구,7888,24024,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용산역,31750,11500,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용사의집,3059,1763,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),한강로동웨딩코리아,7241,3779,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),서부이촌동입구,1776,14638,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동대림아파트.새남터성지,1422,13745,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동주민센터,861,7956,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동부영주유소,69,2714,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌119안전센터.성촌공원,216,2944,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),원효2동산호아파트후문,43,3764,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),청암동강변삼성아파트,1828,4067,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),원효2동산호아파트,5247,518,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),현대자동차서비스,4522,310,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동부영주유소,3835,917,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동주민센터,10217,1170,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동대림아파트.새남터성지,15253,1028,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),이촌2동강변아파트,11064,4617,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),한강대교북단,6387,15265,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),신용산역,7522,15303,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),신용산역,38631,16453,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용산전자상가15동,1134,7818,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용산전자상가입구,989,6765,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),용문시장,2609,5655,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),새마을금고,6911,7076,2013-07-31 13:00
Jan-13,17,0017번(산천동~이촌동),남이장군사당,174,3430,2013-07-31 13:00
