Mar-15,,,17,0017번(청암동~이촌동),청암자이아파트,1635,1217,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),청암자이아파트,10,298,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),청심경로당,4409,47,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),원효2동주민센터,6737,168,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신천동,9829,344,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신창동세방아파트,7146,249,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),남이장군사당,1742,1640,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),새마을금고,6115,3437,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용문시장,7474,1699,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용산전자상가입구,4082,1171,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),전자상가.관광터미널,1409,2817,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신용산역3번출구,9396,24956,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용산역,21783,10737,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용사의집,1759,1465,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),한강로동웨딩코리아,7263,2399,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),서부이촌동입구,2220,11553,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동대림아파트.새남터성지,1347,11596,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동주민센터,1088,6866,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동부영주유소,487,2042,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌119안전센터.성촌공원,320,2692,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),원효2동산호아파트후문,26,2962,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),청암동강변삼성아파트,1986,4154,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),원효2동산호아파트,5727,875,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),현대자동차서비스,4851,434,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동부영주유소,3317,1429,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동주민센터,9119,1528,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동대림아파트.새남터성지,12337,1172,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),이촌2동강변아파트,8267,4137,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),한강대교북단,6485,14091,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신용산역,7201,11748,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신용산역,36854,13305,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용산전자상가15동,813,6670,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용산전자상가입구,836,6804,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),용문시장,2473,5844,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),새마을금고,6689,6790,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),남이장군사당,223,3174,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신창동세방아파트,210,12639,2015-04-08 9:37
Mar-15,,,17,0017번(청암동~이촌동),신천동,60,5383,2015-04-08 9:37
