Dec-97,108,38.1
Jan-98,108,10.4
Feb-98,108,32.3
Mar-98,108,45.1
Apr-98,108,120.2
May-98,108,121.5
Jun-98,108,234.1
Jul-98,108,311.8
Aug-98,108,1237.8
Sep-98,108,177.9
Oct-98,108,27.4
Nov-98,108,26.9
Dec-98,108,3.7
Jan-99,108,10.2
Feb-99,108,2.9
Mar-99,108,55
Apr-99,108,97.2
May-99,108,109.7
Jun-99,108,131.8
Jul-99,108,230.4
Aug-99,108,600.5
Sep-99,108,377.3
Oct-99,108,81.6
Nov-99,108,19.5
Dec-99,108,17
Jan-00,108,42.8
Feb-00,108,2.1
Mar-00,108,3.1
Apr-00,108,30.7
May-00,108,75.2
Jun-00,108,68.1
Jul-00,108,114.7
Aug-00,108,599.4
Sep-00,108,178.5
Oct-00,108,18.1
Nov-00,108,27.1
Dec-00,108,27
Jan-01,108,39.4
Feb-01,108,45.7
Mar-01,108,18.1
Apr-01,108,12.3
May-01,108,16.5
Jun-01,108,157.4
Jul-01,108,698.4
Aug-01,108,252
Sep-01,108,49.3
Oct-01,108,68.2
Nov-01,108,13
Dec-01,108,15.7
Jan-02,108,37.4
Feb-02,108,2.4
Mar-02,108,31.5
Apr-02,108,155.1
May-02,108,58
Jun-02,108,61.4
Jul-02,108,220.6
Aug-02,108,688
Sep-02,108,61.1
Oct-02,108,45
Nov-02,108,12.5
Dec-02,108,15
Jan-03,108,14.1
Feb-03,108,39.6
Mar-03,108,26.8
Apr-03,108,139.6
May-03,108,106
Jun-03,108,156
Jul-03,108,469.8
Aug-03,108,684.2
Sep-03,108,258.2
Oct-03,108,41.5
Nov-03,108,69.3
Dec-03,108,6.9
Jan-04,108,19.8
Feb-04,108,54.6
Mar-04,108,27.6
Apr-04,108,74.1
May-04,108,168.5
Jun-04,108,138.1
Jul-04,108,510.7
Aug-04,108,193.3
Sep-04,108,198.7
Oct-04,108,6.5
Nov-04,108,80
Dec-04,108,27.2
Jan-05,108,4.5
Feb-05,108,17.2
Mar-05,108,12.5
Apr-05,108,94.7
May-05,108,85.8
Jun-05,108,168.5
Jul-05,108,269.4
Aug-05,108,285
Sep-05,108,313.3
Oct-05,108,52.6
Nov-05,108,44.6
Dec-05,108,10.3
Jan-06,108,34.3
Feb-06,108,15.7
Mar-06,108,14
Apr-06,108,51.8
May-06,108,156.2
Jun-06,108,168.5
Jul-06,108,1014
Aug-06,108,121.2
Sep-06,108,11.1
Oct-06,108,30.2
Nov-06,108,47.6
Dec-06,108,17.3
Jan-07,108,10.8
Feb-07,108,12.6
Mar-07,108,123.5
Apr-07,108,41.1
May-07,108,137.6
Jun-07,108,54.5
Jul-07,108,274.1
Aug-07,108,237.6
Sep-07,108,241.9
Oct-07,108,39.5
Nov-07,108,26.4
Dec-07,108,12.7
Jan-08,108,17.7
Feb-08,108,15
Mar-08,108,53.9
Apr-08,108,38.5
May-08,108,97.7
Jun-08,108,165
Jul-08,108,530.8
Aug-08,108,251.2
Sep-08,108,99.2
Oct-08,108,41.8
Nov-08,108,19.6
Dec-08,108,25.9
Jan-09,108,5.7
Feb-09,108,36.9
Mar-09,108,63.9
Apr-09,108,66.5
May-09,108,109
Jun-09,108,132
Jul-09,108,659.4
Aug-09,108,285.3
Sep-09,108,64.5
Oct-09,108,66.9
Nov-09,108,52.4
Dec-09,108,21.5
Jan-10,108,29.3
Feb-10,108,55.3
Mar-10,108,82.5
Apr-10,108,62.8
May-10,108,124
Jun-10,108,127.6
Jul-10,108,239.2
Aug-10,108,598.7
Sep-10,108,671.5
Oct-10,108,25.6
Nov-10,108,10.9
Dec-10,108,16.1
Jan-11,108,8.9
Feb-11,108,29.1
Mar-11,108,14.6
Apr-11,108,110.1
May-11,108,53.4
Jun-11,108,404.5
Jul-11,108,1131
Aug-11,108,166.8
Sep-11,108,25.6
Oct-11,108,32
Nov-11,108,56.2
Dec-11,108,7.1
Jan-12,108,6.7
Feb-12,108,0.8
Mar-12,108,47.4
Apr-12,108,157
May-12,108,8.2
Jun-12,108,91.9
Jul-12,108,448.9
Aug-12,108,464.9
Sep-12,108,212
Oct-12,108,99.3
Nov-12,108,67.8
Dec-12,108,41.4
Jan-13,108,22.1
Feb-13,108,74.1
Mar-13,108,27.3
Apr-13,108,71.7
May-13,108,132
Jun-13,108,28.3
Jul-13,108,676.2
Aug-13,108,148.6
Sep-13,108,138.5
Oct-13,108,13.5
Nov-13,108,46.8
Dec-13,108,24.7
Jan-14,108,13
Feb-14,108,16.2
Mar-14,108,7.2
Apr-14,108,31
May-14,108,63
Jun-14,108,98.1
Jul-14,108,207.9
Aug-14,108,172.8
Sep-14,108,88.1
Oct-14,108,52.2
Nov-14,108,41.5
Dec-14,108,17.9
Jan-15,108,11.3
Feb-15,108,22.7
Mar-15,108,9.6
Apr-15,108,80.5
May-15,108,28.9
Jun-15,108,99
Jul-15,108,226
Aug-15,108,72.9
Sep-15,108,26
Oct-15,108,81.5
Nov-15,108,104.6
Dec-15,108,29.1
Jan-16,108,1
Feb-16,108,47.6
Mar-16,108,40.5
Apr-16,108,76.8
May-16,108,160.5
Jun-16,108,54.4
Jul-16,108,358.2
Aug-16,108,67.1
Sep-16,108,33
Oct-16,108,74.8
Nov-16,108,16.7
Dec-16,108,61.1
Jan-17,108,14.9
Feb-17,108,11.1
Mar-17,108,7.9
Apr-17,108,61.6
May-17,108,16.1
Jun-17,108,66.6
Jul-17,108,621
Aug-17,108,297
Sep-17,108,35
Oct-17,108,26.5
Nov-17,108,40.7
Dec-17,108,34.8
Jan-18,108,8.5
Feb-18,108,29.6
Mar-18,108,49.5
Apr-18,108,130.3
May-18,108,221
