Sep-17,11110897,17,0017번(청암동~이촌동),8501292,청암자이아파트,593,24,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9003185,청암동강변삼성아파트,1873,19,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72983,청심경로당,3369,54,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72984,원효2동주민센터,5939,132,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72985,산천동,8651,321,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72986,신창동세방아파트,7209,267,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72987,남이장군사당,1844,1719,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72988,새마을금고,5156,3446,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),33066,용문시장,6680,2065,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72990,용산전자상가입구,3701,1245,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72991,신용산지하차도,1528,2537,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),8599,신용산역3번출구,11694,22433,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72992,용산역,19630,8157,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72314,용사의집,1484,1198,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72993,한강대교북단,7495,2955,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72994,서부이촌동입구,2145,11580,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72995,이촌2동대림아파트.새남터성지,1330,11764,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72996,이촌2동주민센터,1179,6780,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72997,이촌2동부영주유소,471,2348,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),73000,이촌119안전센터.성촌공원,389,2708,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72998,원효2동산호아파트후문,72,3026,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),8003000,청암동강변삼성아파트,2310,3837,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9003186,원효2동산호아파트,5770,1137,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9000272,현대자동차써비스,4500,632,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9000367,이촌2동부영주유소,3605,1636,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9000269,이촌2동주민센터,8694,1497,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9000267,이촌2동대림아파트.새남터성지,12559,1248,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9000266,이촌2동강변아파트,10214,4065,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9034958,한강대교북단.LG유플러스,8023,16052,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9034956,신용산역,5919,12963,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72972,신용산역,31516,12588,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72973,신용산지하차도,822,6999,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72974,용산전자상가입구,1181,6126,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),8523,용문시장,2631,5090,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72976,새마을금고,7117,5817,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72977,남이장군사당,307,3202,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72978,신창동세방아파트,133,8664,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72979,산천동,101,7118,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72980,산천동리버힐삼성아파트,43,6322,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),72981,삼성테마트,9,2420,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),9003184,청암동강변삼성아파트,10,1105,2017-10-03 12:30
Sep-17,11110897,17,0017번(청암동~이촌동),8601292,청암자이아파트(가상),13,367,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),31613,남산서울타워,13099,3514,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),8801,남산도서관,1691,1243,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),77890,교육연구정보원,242,272,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),77891,남산케이블카.남산산책로입구,847,799,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),77892,서울애니메이션센터숭의여대,1433,1007,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),72209,퇴계로3가.한옥마을.한국의집,2346,4017,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),72252,충무로역2번출구.대한극장앞,6778,5033,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),72253,퇴계로5가.제일병원,660,499,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),8501882,앰배서더호텔.장충문화체육센터,205,476,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),8001549,동대입구역.장충동,4552,1589,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),77897,국립극장,1742,2083,2017-10-03 12:30
Sep-17,11110401,2,02번(남산서울타워~동대입구),77898,남산북측순환로입구,526,896,2017-10-03 12:30
