Aug-13,17,0017번(산천동~이촌동),청암자이아파트,332,15,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),청암자이아파트,8,501,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),청심경로당,4934,42,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),원효2동주민센터,7008,187,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신천동,10304,466,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신창동세방아파트,7166,272,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),남이장군사당,1861,1762,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),새마을금고,7163,4000,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용문시장,8409,2154,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용산전자상가입구,4707,1417,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),전자상가.관광터미널,1711,2787,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신용산역3번출구,9792,24442,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용산역,27073,13326,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용사의집,1983,1904,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),한강로동웨딩코리아,7349,3103,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),서부이촌동입구,1819,13856,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동대림아파트.새남터성지,1171,12755,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동주민센터,906,7330,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동부영주유소,116,2533,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌119안전센터.성촌공원,248,2851,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),원효2동산호아파트후문,52,3061,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),청암동강변삼성아파트,1834,3992,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),원효2동산호아파트,5502,594,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),현대자동차서비스,4353,359,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동부영주유소,3840,1114,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동주민센터,10145,1208,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동대림아파트.새남터성지,15033,1157,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),이촌2동강변아파트,11487,4670,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),한강대교북단,6746,15608,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신용산역,7779,14166,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신용산역,37751,16370,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용산전자상가15동,1017,7615,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용산전자상가입구,973,7340,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),용문시장,2781,6267,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),새마을금고,7470,7347,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),남이장군사당,212,3225,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신창동세방아파트,236,12386,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),신천동,97,5728,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),산천동리버힐삼성아파트,40,5975,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),삼성테마트,11,2918,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),청암동강변삼성아파트,5,955,2013-08-30 13:00
Aug-13,17,0017번(산천동~이촌동),청암동강변삼성아파트,1792,32,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산서울타워,0,1,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산서울타워,16476,13798,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산도서관,5245,2539,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),교육연구정보원,677,473,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산산책로입구,1469,983,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),서울애니매이션센터.숭의여대,1986,1498,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),퇴계로3가,3936,9379,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),대한극장,11613,5046,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),퇴계로5가,980,1498,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),동대입구역장충동,8428,4974,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),국립극장,4685,5841,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산북축순환로입구,1574,1157,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산서울타워,19289,24051,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산도서관,2907,1908,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),교육연구정보원,337,268,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산산책로입구,935,620,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),서울애니매이션센터,1109,752,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),퇴계로3가.한옥마을.한국의집,2142,4562,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),대한극장앞,6572,2977,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),퇴계로5가,541,925,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),동대입구역장충동,4926,2541,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),국립극장,2477,3433,2013-08-30 13:00
Aug-13,2,02번(남산서울타워~동대입구),남산북측순환로입구,990,652,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남산서울타워,21449,490,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남산도서관,1721,1660,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남산서울타워,95,15537,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남산북측순환로입구,1513,907,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),국립극장,4028,2768,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),동대입구역장충동,7130,1448,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),약수역,929,1453,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),송도병원,291,1053,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),버티고개,763,1191,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),한강진역.블루스퀘어,913,917,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),한남2동주민센터앞,875,765,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),이태원119안전센터,1685,1126,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),해밀턴호텔,2841,2224,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),이태원.용산구청,1271,2603,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),해방촌.중앙경리단,1193,340,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),용산.한신아파트,1675,711,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남산3호터널,2054,444,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남대문시장,1847,1333,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),서울역.서울스퀘어,2225,9800,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),남대문경찰서,276,3278,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),후암삼거리,271,513,2013-08-30 13:00
Aug-13,3,03번(남산서울타워~남산서울타워),백범광장,140,354,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),국립극장,3641,3161,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),남산서울타워,81,21496,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),약수역,1720,1618,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),신당동.청구역,1730,2068,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),신당동떡볶이타운,2019,1504,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),충무아트홀.중부소방서,1058,1960,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),광희동사거리,453,760,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),퇴계로6가,308,626,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),퇴계로5가,871,719,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),대한극장,4141,1239,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),퇴계로3가,1333,1146,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),명동입구,14361,11017,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),남대문시장,1894,5513,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),남대문시장.악세사리전문상가,925,2783,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),힐튼호텔,144,711,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),백범광장,307,271,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),남산도서관,2912,1449,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),남산서울타워,26511,4762,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),남산북측순환로입구,1219,1283,2013-08-30 13:00
Aug-13,5,05번(남산서울타워~남산서울타워),동대입구역장충동,5651,1407,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),숭곡초교입구,4334,6929,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),창문여고,6767,6582,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),동방주유소앞,1341,2060,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),장위동그린빌아파트,889,3510,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),북서울꿈의숲,4863,6858,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),장월초등학교,7132,8553,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),롯데캐슬루나아파트,5677,5704,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),인덕대앞,7933,7343,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),월계4동주민센터,3771,8280,2013-08-30 13:00
Aug-13,100,100번(하계동~용산구청),하계시영아파트,1151,15101,2013-08-30 13:00
