Dec-17,11110897,17,0017번(청암동~이촌동),8501292,청암자이아파트,568,7,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9003185,청암동강변삼성아파트,1853,15,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72983,청심경로당,3205,68,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72984,원효2동주민센터,5512,140,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72985,산천동,7916,323,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72986,신창동세방아파트,6652,300,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72987,남이장군사당,1933,1717,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72988,새마을금고,4728,3413,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),33066,용문시장,5876,1898,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72990,용산전자상가입구,3043,1112,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72991,신용산지하차도,1401,2403,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72992,용산역,30786,25844,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72314,용사의집,1363,1853,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72993,한강대교북단,7375,3516,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72994,서부이촌동입구,2126,12187,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72995,이촌2동대림아파트.새남터성지,1236,11265,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72996,이촌2동주민센터,1207,6744,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72997,이촌2동부영주유소,454,2193,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),73000,이촌119안전센터.성촌공원,297,2434,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72998,원효2동산호아파트후문,74,2736,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),8003000,청암동강변삼성아파트,1974,3692,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9003186,원효2동산호아파트,5161,1142,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9000272,현대자동차써비스,4064,526,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9000367,이촌2동부영주유소,3561,1483,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9000269,이촌2동주민센터,8540,1363,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9000267,이촌2동대림아파트.새남터성지,12206,1148,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9000266,이촌2동강변아파트,9611,3821,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9034958,한강대교북단.LG유플러스,7414,14146,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),9034956,신용산역,5633,12678,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72972,신용산역,30672,13150,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72973,신용산지하차도,756,6541,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72974,용산전자상가입구,902,5525,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),8523,용문시장,2430,4450,2018-01-03 12:04
Dec-17,11110897,17,0017번(청암동~이촌동),72976,새마을금고,6371,5628,2018-01-03 12:04
