Jan-15,,,17,0017번(청암동~이촌동),청암자이아파트,373,12,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),청암자이아파트,3,374,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),청심경로당,4355,29,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),원효2동주민센터,6519,146,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신천동,9106,299,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신창동세방아파트,6397,268,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),남이장군사당,1605,1424,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),새마을금고,5756,3173,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용문시장,7354,1619,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용산전자상가입구,4209,1109,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),전자상가.관광터미널,1530,2390,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신용산역3번출구,9283,23593,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용산역,22557,11137,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용사의집,1534,1405,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),한강로동웨딩코리아,6536,2331,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),서부이촌동입구,1828,11530,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동대림아파트.새남터성지,1296,11146,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동주민센터,975,6875,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동부영주유소,361,1867,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌119안전센터.성촌공원,318,2549,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),원효2동산호아파트후문,48,2900,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),청암동강변삼성아파트,1694,3934,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),원효2동산호아파트,5196,860,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),현대자동차서비스,4277,424,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동부영주유소,3323,1295,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동주민센터,8859,1285,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동대림아파트.새남터성지,11805,1114,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),이촌2동강변아파트,8108,3790,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),한강대교북단,5776,13002,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신용산역,7406,11586,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신용산역,35540,13155,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용산전자상가15동,801,6765,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용산전자상가입구,865,6750,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),용문시장,2169,5935,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),새마을금고,5935,6539,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),남이장군사당,197,3091,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신창동세방아파트,210,11755,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),신천동,57,4295,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),산천동리버힐삼성아파트,25,5624,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),삼성테마트,11,2541,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),청암동강변삼성아파트,5,900,2015-03-23 10:43
Jan-15,,,17,0017번(청암동~이촌동),청암동강변삼성아파트,1558,20,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산서울타워,0,1,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산서울타워,20197,17414,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산도서관,3064,1623,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),교육연구정보원,362,296,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산케이블카.남산산책로입구,840,871,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),서울애니매이션센터.숭의여대,1337,1332,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),퇴계로3가.한옥마을.한국의집,2542,7014,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),충무로역2번출구.대한극장앞,8464,7016,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),퇴계로5가.제일병원,604,1355,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),동대입구역장충동,7787,3131,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),국립극장,4196,4642,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산북축순환로입구,1091,758,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산서울타워,14548,17800,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산도서관,2795,1634,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),교육연구정보원,351,284,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산케이블카.남산산책로입구,951,773,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),서울애니매이션센터.숭의여대,1298,983,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),퇴계로3가.한옥마을.한국의집,2318,4665,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),충무로역2번출구.대한극장앞,8624,5318,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),퇴계로5가.제일병원,557,1039,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),동대입구역장충동,6738,2604,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),국립극장,3420,3806,2015-03-23 10:43
Jan-15,,,2,02번(남산서울타워~동대입구),남산북측순환로입구,1012,675,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),남산서울타워,16799,393,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),남산도서관,1196,1027,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),남산서울타워,17,10063,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),남산북측순환로입구,667,471,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),국립극장,2490,2044,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),동대입구역장충동,4613,1171,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),약수역7번출구.약수동주민센터,837,1357,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),송도병원,275,911,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),버티고개,679,971,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),한강진역.블루스퀘어,495,799,2015-03-23 10:43
Jan-15,,,3,03번(남산서울타워~남산서울타워),한남2동주민센터앞,684,625,2015-03-23 10:43
